ID,SurveyFK,Group,Length,Quantity,PhotoURL,Notes,Hairy,Rolled,Tented,Sawfly,BeetleLarva
26884,17903,beetle,3,1,,,0,0,0,0,0
26885,17903,beetle,5,1,,,0,0,0,0,0
26886,17908,spider,2,2,,,0,0,0,0,0
26887,17908,beetle,12,1,,,0,0,0,0,0
26888,17908,fly,4,2,,Mating,0,0,0,0,0
26889,17908,fly,3,1,,,0,0,0,0,0
26890,17914,caterpillar,22,1,,,0,0,0,0,0
26891,17914,caterpillar,12,1,,,0,0,0,0,0
26892,17914,aphid,3,1,,,0,0,0,0,0
26893,17918,fly,7,2,,,0,0,0,0,0
26894,17918,ant,8,1,,,0,0,0,0,0
26895,17918,grasshopper,6,1,,,0,0,0,0,0
26896,17918,daddylonglegs,7,1,,,0,0,0,0,0
26897,17921,leafhopper,2,1,,,0,0,0,0,0
26898,17921,ant,7,1,,,0,0,0,0,0
26899,17921,fly,2,1,,,0,0,0,0,0
26900,17921,caterpillar,4,2,,,0,0,0,0,0
26901,17921,ant,4,1,,,0,0,0,0,0
26902,17922,leafhopper,6,1,,,0,0,0,0,0
26903,17922,bee,13,1,,,0,0,0,0,0
26904,17922,fly,3,1,,,0,0,0,0,0
26905,17922,leafhopper,4,3,,,0,0,0,0,0
26906,17923,spider,2,1,,,0,0,0,0,0
26907,17926,leafhopper,4,2,,,0,0,0,0,0
26908,17927,aphid,2,1,,,0,0,0,0,0
26909,17927,caterpillar,6,1,,,0,0,0,0,0
26910,17927,fly,2,1,,,0,0,0,0,0
26911,17927,leafhopper,4,1,,,0,0,0,0,0
26912,17928,leafhopper,4,1,,woolly,0,0,0,0,0
26913,17929,leafhopper,4,1,,,0,0,0,0,0
26914,17929,beetle,8,1,,,0,0,0,0,0
26915,17930,ant,3,1,,,0,0,0,0,0
26916,17930,beetle,4,1,,ladybird,0,0,0,0,0
26917,17932,aphid,2,1,,,0,0,0,0,0
26918,17932,fly,3,1,,,0,0,0,0,0
26919,17933,aphid,2,3,,,0,0,0,0,0
26920,17935,spider,6,1,,,0,0,0,0,0
26921,17935,beetle,7,2,,,0,0,0,0,0
26922,17935,leafhopper,4,1,,,0,0,0,0,0
26923,17935,leafhopper,4,5,,woolly,0,0,0,0,0
26924,17939,leafhopper,4,1,,,0,0,0,0,0
26925,17941,caterpillar,10,1,,,0,0,0,0,0
26926,17942,leafhopper,5,1,,Nymph,0,0,0,0,0
26927,17942,beetle,6,1,,,0,0,0,0,0
26928,17942,aphid,2,1,,,0,0,0,0,0
26929,17942,leafhopper,4,2,,,0,0,0,0,0
26930,17942,caterpillar,20,1,,Fatty,0,0,0,0,0
26931,17944,ant,3,7,,,0,0,0,0,0
26932,17944,spider,4,1,,,0,0,0,0,0
26933,17944,leafhopper,6,1,,,0,0,0,0,0
26934,17944,beetle,5,1,,,0,0,0,0,0
26935,17947,grasshopper,4,1,,,0,0,0,0,0
26936,17947,grasshopper,6,1,,,0,0,0,0,0
26937,17947,leafhopper,7,1,,,0,0,0,0,0
26938,17947,leafhopper,4,1,,,0,0,0,0,0
26939,17949,caterpillar,31,1,,,0,0,0,0,0
26940,17949,ant,3,1,,,0,0,0,0,0
26941,17950,leafhopper,6,2,,,0,0,0,0,0
26942,17950,leafhopper,4,1,,,0,0,0,0,0
26943,17950,caterpillar,7,1,,"covered in long white fuzz",0,0,0,0,0
26944,17952,leafhopper,3,1,,,0,0,0,0,0
26945,17952,grasshopper,3,1,,,0,0,0,0,0
26946,17952,spider,2,1,,,0,0,0,0,0
26947,17952,beetle,3,1,,,0,0,0,0,0
26948,17959,beetle,6,1,,,0,0,0,0,0
26949,17959,truebugs,7,1,,,0,0,0,0,0
26950,17959,ant,4,1,,,0,0,0,0,0
26951,17960,spider,3,1,,,0,0,0,0,0
26952,17960,beetle,6,1,,,0,0,0,0,0
26953,17960,caterpillar,38,1,,,0,0,0,0,0
26954,17960,caterpillar,9,1,,,0,0,0,0,0
26955,17960,ant,2,2,,,0,0,0,0,0
26956,17961,fly,4,4,,,0,0,0,0,0
26957,17961,leafhopper,5,3,,,0,0,0,0,0
26958,17961,beetle,2,1,,,0,0,0,0,0
26959,17962,moths,4,1,,,0,0,0,0,0
26960,17964,ant,6,1,,,0,0,0,0,0
26961,17964,leafhopper,4,4,,,0,0,0,0,0
26962,17964,grasshopper,5,1,,,0,0,0,0,0
26963,17965,leafhopper,4,3,,woolly,0,0,0,0,0
26964,17965,spider,2,1,,,0,0,0,0,0
26965,17965,fly,2,1,,,0,0,0,0,0
26966,17966,leafhopper,5,1,,woolly,0,0,0,0,0
26967,17966,fly,6,1,,,0,0,0,0,0
26968,17966,leafhopper,4,1,,"round and brown",0,0,0,0,0
26969,17966,daddylonglegs,8,1,,,0,0,0,0,0
26970,17968,leafhopper,4,1,,,0,0,0,0,0
26971,17968,leafhopper,5,1,,woolly,0,0,0,0,0
26972,17968,grasshopper,7,1,,,0,0,0,0,0
26973,17970,spider,6,1,,,0,0,0,0,0
26974,17970,spider,7,1,,,0,0,0,0,0
26975,17970,leafhopper,3,1,,,0,0,0,0,0
26976,17970,fly,3,2,,,0,0,0,0,0
26977,17971,unidentified,4,1,,"all white, thin, flew",0,0,0,0,0
26978,17972,leafhopper,6,1,,,0,0,0,0,0
26979,17972,leafhopper,3,1,,,0,0,0,0,0
26980,17972,fly,2,2,,,0,0,0,0,0
26981,17973,leafhopper,5,1,,woolly,0,0,0,0,0
26982,17973,leafhopper,3,2,,,0,0,0,0,0
26983,17973,grasshopper,5,1,,,0,0,0,0,0
26984,17974,leafhopper,6,2,,,0,0,0,0,0
26985,17974,leafhopper,4,2,,,0,0,0,0,0
26986,17974,leafhopper,3,1,,,0,0,0,0,0
26987,17975,beetle,2,1,,,0,0,0,0,0
26988,17976,leafhopper,2,1,,,0,0,0,0,0
26989,17976,fly,3,1,,,0,0,0,0,0
26990,17977,spider,6,1,,,0,0,0,0,0
26991,17977,spider,2,1,,,0,0,0,0,0
26992,17977,beetle,11,1,,mating,0,0,0,0,0
26993,17977,beetle,13,1,,mating,0,0,0,0,0
26994,17978,grasshopper,6,1,,,0,0,0,0,0
26995,17978,caterpillar,8,1,,,0,0,0,0,0
26996,17979,leafhopper,9,1,,"green, shield-shaped face",0,0,0,0,0
26997,17980,beetle,5,1,,,0,0,0,0,0
26998,17980,bee,5,1,,,0,0,0,0,0
26999,17980,fly,3,1,,,0,0,0,0,0
27000,17980,caterpillar,13,1,,,0,0,0,0,0
27001,17981,fly,2,1,,,0,0,0,0,0
27002,17983,leafhopper,5,1,,,0,0,0,0,0
27003,17984,fly,4,1,,,0,0,0,0,0
27004,17984,leafhopper,5,1,,woolly,0,0,0,0,0
27005,17985,leafhopper,4,2,,woolly,0,0,0,0,0
27006,17985,spider,2,1,,,0,0,0,0,0
27007,17985,leafhopper,3,1,,,0,0,0,0,0
27008,17985,other,6,1,,"Neuroptera larvae",0,0,0,0,0
27009,17986,spider,2,1,,,0,0,0,0,0
27010,17986,leafhopper,4,1,,,0,0,0,0,0
27011,17987,leafhopper,7,1,,"white, on twig",0,0,0,0,0
27012,17987,leafhopper,9,1,,"white, on twig",0,0,0,0,0
27013,17987,fly,7,1,,,0,0,0,0,0
27014,17988,spider,2,1,,,0,0,0,0,0
27015,17988,beetle,3,2,,,0,0,0,0,0
27016,17988,fly,3,1,,,0,0,0,0,0
27017,17989,fly,9,1,,"house fly",0,0,0,0,0
27018,17989,leafhopper,12,2,,green,0,0,0,0,0
27019,17989,bee,4,1,,,0,0,0,0,0
27020,17989,spider,8,1,,,0,0,0,0,0
27021,17990,ant,3,1,,,0,0,0,0,0
27022,17991,truebugs,10,1,,,0,0,0,0,0
27023,17992,other,6,1,,"Mantodea, spiky",0,0,0,0,0
27024,17992,grasshopper,7,1,,katydid,0,0,0,0,0
27025,17993,leafhopper,3,1,,woolly,0,0,0,0,0
27026,17993,leafhopper,4,1,,,0,0,0,0,0
27027,17993,caterpillar,10,1,,,0,0,0,0,0
27028,17993,leafhopper,4,2,,Nymphs,0,0,0,0,0
27029,17994,caterpillar,25,1,,"big fatty, seems ready to pupate",0,0,0,0,0
27030,17994,leafhopper,5,1,,,0,0,0,0,0
27031,17995,leafhopper,4,1,,,0,0,0,0,0
27032,17995,fly,3,1,,,0,0,0,0,0
27033,17996,spider,2,1,,,0,0,0,0,0
27034,17996,spider,4,1,,,0,0,0,0,0
27035,17996,leafhopper,4,1,,,0,0,0,0,0
27036,17996,leafhopper,6,1,,,0,0,0,0,0
27037,17997,fly,4,1,,,0,0,0,0,0
27038,17997,spider,2,1,,,0,0,0,0,0
27039,17998,leafhopper,5,1,,"round and brown",0,0,0,0,0
27040,17998,leafhopper,3,1,,"round and brown",0,0,0,0,0
27041,17998,leafhopper,11,1,,white,0,0,0,0,0
27042,17999,beetle,15,1,,click,0,0,0,0,0
27043,17999,fly,3,1,,"green, wing pattern",0,0,0,0,0
27044,17999,spider,2,1,,,0,0,0,0,0
27045,18001,leafhopper,3,1,,woolly,0,0,0,0,0
27046,18001,beetle,3,3,,"metallic blue ",0,0,0,0,0
27047,18002,fly,4,3,,,0,0,0,0,0
27048,18002,beetle,9,1,,lightning,0,0,0,0,0
27049,18002,leafhopper,7,1,,woolly,0,0,0,0,0
27050,18002,leafhopper,3,1,,nymph,0,0,0,0,0
27051,18003,ant,3,1,,,0,0,0,0,0
27052,18003,leafhopper,4,1,,woolly,0,0,0,0,0
27053,18004,spider,2,1,,,0,0,0,0,0
27054,18004,beetle,3,1,,,0,0,0,0,0
27055,18005,grasshopper,4,1,,,0,0,0,0,0
27056,18005,beetle,3,1,,,0,0,0,0,0
27057,18006,leafhopper,7,1,,"brown, textured",0,0,0,0,0
27058,18006,beetle,4,1,,weevil,0,0,0,0,0
27059,18006,leafhopper,5,1,,woolly,0,0,0,0,0
27060,18006,spider,2,1,,,0,0,0,0,0
27061,18006,unidentified,3,2,,"likely tiny moths",0,0,0,0,0
27062,18007,leafhopper,4,1,,woolly,0,0,0,0,0
27063,18007,spider,2,1,,,0,0,0,0,0
27064,18007,leafhopper,2,1,,yellow,0,0,0,0,0
27065,18008,beetle,9,1,,,0,0,0,0,0
27066,18008,ant,6,1,,,0,0,0,0,0
27067,18008,ant,3,1,,,0,0,0,0,0
27068,18009,beetle,3,2,,,0,0,0,0,0
27069,18009,truebugs,2,1,,,0,0,0,0,0
27070,18011,grasshopper,6,1,,,0,0,0,0,0
27071,18011,beetle,5,1,,,0,0,0,0,0
27072,18011,spider,2,1,,,0,0,0,0,0
27073,18011,beetle,3,1,,,0,0,0,0,0
27074,18012,grasshopper,6,1,,,0,0,0,0,0
27075,18012,leafhopper,4,1,,"round and brown",0,0,0,0,0
27076,18013,caterpillar,15,1,,,0,0,0,0,0
27077,18013,spider,3,1,,,0,0,0,0,0
27078,18014,leafhopper,4,1,,woolly,0,0,0,0,0
27079,18015,fly,3,1,,,0,0,0,0,0
27080,18015,truebugs,15,1,,,0,0,0,0,0
27081,18015,leafhopper,9,1,,white-green,0,0,0,0,0
27082,18016,ant,8,1,,,0,0,0,0,0
27083,18016,leafhopper,10,1,,,0,0,0,0,0
27084,18016,beetle,4,1,,,0,0,0,0,0
27085,18016,fly,3,1,,,0,0,0,0,0
27086,18016,truebugs,12,1,,,0,0,0,0,0
27087,18018,fly,12,1,,,0,0,0,0,0
27088,18018,ant,3,1,,,0,0,0,0,0
27089,18018,ant,13,1,,,0,0,0,0,0
27090,18018,ant,6,1,,,0,0,0,0,0
27091,18018,beetle,15,1,,,0,0,0,0,0
27092,18019,beetle,8,1,,lightning,0,0,0,0,0
27093,18020,fly,3,1,,,0,0,0,0,0
27094,18021,truebugs,5,1,,,0,0,0,0,0
27095,18021,beetle,3,1,,,0,0,0,0,0
27096,18021,beetle,2,1,,weevil,0,0,0,0,0
27097,18023,fly,6,1,,,0,0,0,0,0
27098,18023,beetle,6,1,,,0,0,0,0,0
27099,18023,beetle,14,1,,,0,0,0,0,0
27100,18023,aphid,4,1,,,0,0,0,0,0
27101,18023,beetle,4,1,,,0,0,0,0,0
27102,18024,caterpillar,3,1,,,0,0,0,0,0
27103,18024,fly,8,1,,,0,0,0,0,0
27104,18024,beetle,7,1,,,0,0,0,0,0
27105,18025,spider,3,1,,,0,0,0,0,0
27106,18025,aphid,6,1,,,0,0,0,0,0
27107,18025,leafhopper,12,1,,,0,0,0,0,0
27108,18026,caterpillar,3,1,,,0,0,0,0,0
27109,18026,leafhopper,5,2,,,0,0,0,0,0
27110,18026,grasshopper,5,1,,,0,0,0,0,0
27111,18026,beetle,3,1,,,0,0,0,0,0
27112,18027,spider,3,1,,,0,0,0,0,0
27113,18027,beetle,4,1,,,0,0,0,0,0
27114,18027,beetle,3,1,,,0,0,0,0,0
27115,18027,fly,3,3,,,0,0,0,0,0
27116,18028,ant,10,1,,,0,0,0,0,0
27117,18028,spider,3,2,,,0,0,0,0,0
27118,18028,grasshopper,3,1,,,0,0,0,0,0
27119,18028,fly,3,1,,,0,0,0,0,0
27120,18029,fly,4,1,,,0,0,0,0,0
27121,18029,caterpillar,3,1,,,0,0,0,0,0
27122,18029,fly,3,2,,,0,0,0,0,0
27123,18029,beetle,2,2,,,0,0,0,0,0
27125,18032,beetle,2,1,,,0,0,0,0,0
27126,18033,spider,2,1,,,0,0,0,0,0
27127,18034,beetle,6,1,,,0,0,0,0,0
27128,18035,spider,3,1,,,0,0,0,0,0
27129,18035,aphid,2,1,,aphid,0,0,0,0,0
27130,18036,spider,7,1,,,0,0,0,0,0
27131,18038,caterpillar,9,1,,,0,0,0,0,0
27132,18038,caterpillar,14,1,,,0,0,0,0,0
27133,18038,caterpillar,7,1,,,0,0,0,0,0
27134,18039,beetle,3,1,,,0,0,0,0,0
27135,18040,spider,3,1,,,0,0,0,0,0
27136,18041,daddylonglegs,4,1,,,0,0,0,0,0
27137,18042,aphid,3,1,,,0,0,0,0,0
27138,18042,spider,2,1,,,0,0,0,0,0
27139,18043,beetle,4,1,,,0,0,0,0,0
27140,18044,beetle,3,1,,,0,0,0,0,0
27141,18044,spider,2,1,,,0,0,0,0,0
27142,18046,fly,4,1,,,0,0,0,0,0
27143,18047,spider,5,1,,,0,0,0,0,0
27144,18048,leafhopper,2,1,,nymph,0,0,0,0,0
27145,18049,daddylonglegs,8,2,,,0,0,0,0,0
27146,18049,fly,4,1,,,0,0,0,0,0
27147,18050,beetle,2,1,,,0,0,0,0,0
27148,18051,ant,5,1,,,0,0,0,0,0
27149,18051,fly,5,1,,,0,0,0,0,0
27150,18051,daddylonglegs,6,1,,,0,0,0,0,0
27151,18051,leafhopper,2,1,,nymph,0,0,0,0,0
27152,18051,spider,4,1,,,0,0,0,0,0
27153,18052,truebugs,12,1,,,0,0,0,0,0
27154,18053,leafhopper,3,1,,woolly,0,0,0,0,0
27155,18053,spider,2,1,,,0,0,0,0,0
27156,18054,leafhopper,2,1,,nymph,0,0,0,0,0
27157,18054,spider,2,1,,,0,0,0,0,0
27158,18054,spider,5,1,,,0,0,0,0,0
27159,18054,beetle,2,1,,,0,0,0,0,0
27160,18054,bee,2,1,,,0,0,0,0,0
27161,18055,ant,3,2,,,0,0,0,0,0
27162,18055,spider,6,1,,,0,0,0,0,0
27163,18055,beetle,7,1,,,0,0,0,0,0
27164,18056,spider,3,1,,,0,0,0,0,0
27165,18057,leafhopper,4,1,,,0,0,0,0,0
27166,18057,other,3,1,,"Neuroptera larvae",0,0,0,0,0
27167,18057,aphid,2,1,,,0,0,0,0,0
27168,18058,beetle,5,1,,pointy,0,0,0,0,0
27169,18058,spider,4,1,,,0,0,0,0,0
27170,18058,spider,6,1,,"boxing gloves",0,0,0,0,0
27171,18059,aphid,3,1,,,0,0,0,0,0
27172,18059,spider,2,1,,,0,0,0,0,0
27173,18060,caterpillar,7,1,,,0,0,0,0,0
27174,18060,spider,2,1,,,0,0,0,0,0
27175,18061,truebugs,6,1,,,0,0,0,0,0
27176,18061,aphid,2,1,,,0,0,0,0,0
27177,18062,truebugs,4,1,,,0,0,0,0,0
27178,18062,spider,2,1,,,0,0,0,0,0
27179,18064,caterpillar,11,1,,,0,0,0,0,0
27180,18066,other,10,1,,Neuroptera,0,0,0,0,0
27181,18067,spider,2,1,,,0,0,0,0,0
27182,18067,caterpillar,10,1,,,0,0,0,0,0
27183,18067,ant,4,1,,,0,0,0,0,0
27184,18068,daddylonglegs,9,1,,,0,0,0,0,0
27185,18068,beetle,8,1,,click,0,0,0,0,0
27186,18069,aphid,2,1,,,0,0,0,0,0
27187,18069,fly,2,1,,,0,0,0,0,0
27188,18070,other,18,1,,"Neuroptera, lacewing",0,0,0,0,0
27189,18070,leafhopper,3,1,,blue-white,0,0,0,0,0
27190,18070,ant,6,1,,,0,0,0,0,0
27191,18071,beetle,4,1,,,0,0,0,0,0
27192,18071,daddylonglegs,7,1,,,0,0,0,0,0
27193,18072,spider,6,1,,,0,0,0,0,0
27194,18072,spider,5,1,,,0,0,0,0,0
27195,18073,spider,3,1,,,0,0,0,0,0
27196,18073,bee,5,1,,,0,0,0,0,0
27197,18074,spider,2,1,,,0,0,0,0,0
27198,18074,ant,6,1,,,0,0,0,0,0
27199,18075,beetle,5,1,,,0,0,0,0,0
27200,18075,bee,4,1,,,0,0,0,0,0
27201,18075,unidentified,2,1,,,0,0,0,0,0
27202,18076,leafhopper,3,2,,,0,0,0,0,0
27203,18076,aphid,2,5,,,0,0,0,0,0
27204,18076,spider,2,1,,,0,0,0,0,0
27205,18076,leafhopper,4,1,,woolly,0,0,0,0,0
27206,18077,beetle,2,2,,,0,0,0,0,0
27207,18077,bee,3,1,,,0,0,0,0,0
27208,18078,truebugs,5,1,,,0,0,0,0,0
27209,18078,beetle,3,1,,,0,0,0,0,0
27210,18080,ant,6,1,,,0,0,0,0,0
27211,18082,spider,6,1,,,0,0,0,0,0
27212,18082,spider,2,1,,,0,0,0,0,0
27213,18084,beetle,3,1,,,0,0,0,0,0
27214,18084,ant,2,1,,,0,0,0,0,0
27215,18084,grasshopper,10,1,,,0,0,0,0,0
27216,18085,spider,4,1,,,0,0,0,0,0
27217,18086,beetle,2,1,,,0,0,0,0,0
27218,18086,beetle,5,1,,,0,0,0,0,0
27219,18087,spider,3,1,,,0,0,0,0,0
27220,18087,leafhopper,2,1,,,0,0,0,0,0
27221,18088,beetle,6,1,,weevil,0,0,0,0,0
27222,18090,beetle,2,1,,,0,0,0,0,0
27223,18091,truebugs,9,1,,,0,0,0,0,0
27224,18091,spider,4,1,,,0,0,0,0,0
27225,18092,spider,3,1,,"also a lot of frass",0,0,0,0,0
27226,18093,beetle,2,1,,,0,0,0,0,0
27227,18094,spider,2,1,,,0,0,0,0,0
27228,18095,spider,5,1,,,0,0,0,0,0
27229,18095,fly,2,1,,,0,0,0,0,0
27230,18096,unidentified,4,2,,"black, flew",0,0,0,0,0
27231,18097,spider,4,1,,,0,0,0,0,0
27232,18097,leafhopper,3,1,,,0,0,0,0,0
27233,18099,grasshopper,11,1,,"red and black cricket, with light green legs",0,0,0,0,0
27234,18099,daddylonglegs,9,1,,,0,0,0,0,0
27235,18099,leafhopper,4,1,,woolly,0,0,0,0,0
27236,18099,leafhopper,7,2,,white-green,0,0,0,0,0
27237,18100,caterpillar,11,1,,,0,0,0,0,0
27238,18100,spider,2,2,,,0,0,0,0,0
27239,18100,fly,2,1,,,0,0,0,0,0
27240,18100,leafhopper,3,1,,woolly,0,0,0,0,0
27241,18102,grasshopper,9,1,,green,0,0,0,0,0
27242,18103,beetle,6,1,,,0,0,0,0,0
27243,18103,spider,2,2,,,0,0,0,0,0
27244,18105,spider,2,1,,,0,0,0,0,0
27245,18105,spider,3,1,,,0,0,0,0,0
27246,18106,spider,2,2,,,0,0,0,0,0
27247,18108,leafhopper,3,1,,,0,0,0,0,0
27248,18108,spider,2,1,,,0,0,0,0,0
27249,18108,fly,4,1,,,0,0,0,0,0
27250,18109,fly,3,1,,,0,0,0,0,0
27251,18111,beetle,3,2,,,0,0,0,0,0
27252,18112,spider,5,1,,,0,0,0,0,0
27253,18112,grasshopper,6,1,,,0,0,0,0,0
27254,18113,grasshopper,10,1,,,0,0,0,0,0
27255,18113,grasshopper,8,2,,,0,0,0,0,0
27256,18113,leafhopper,5,1,,,0,0,0,0,0
27257,18113,ant,2,6,,ant,0,0,0,0,0
27258,18114,grasshopper,3,2,,,0,0,0,0,0
27259,18114,grasshopper,5,2,,,0,0,0,0,0
27260,18114,caterpillar,6,1,,,0,0,0,0,0
27261,18114,leafhopper,3,1,,,0,0,0,0,0
27262,18115,spider,7,1,,,0,0,0,0,0
27263,18116,beetle,4,1,,,0,0,0,0,0
27264,18116,grasshopper,5,1,,,0,0,0,0,0
27265,18116,leafhopper,7,1,,white,0,0,0,0,0
27266,18116,spider,2,1,,,0,0,0,0,0
27267,18116,ant,5,1,,ant,0,0,0,0,0
27268,18117,spider,5,1,,,0,0,0,0,0
27269,18120,unidentified,3,1,,,0,0,0,0,0
27270,18121,grasshopper,8,1,,,0,0,0,0,0
27271,18121,leafhopper,3,1,,nymph,0,0,0,0,0
27272,18122,ant,2,10,,ant,0,0,0,0,0
27273,18122,leafhopper,4,1,,,0,0,0,0,0
27274,18123,grasshopper,7,1,,,0,0,0,0,0
27275,18124,fly,2,1,,,0,0,0,0,0
27276,18125,caterpillar,7,1,,,0,0,0,0,0
27277,18126,bee,4,1,,,0,0,0,0,0
27278,18126,fly,6,1,,,0,0,0,0,0
27279,18126,ant,8,1,,ant,0,0,0,0,0
27280,18127,beetle,4,1,,,0,0,0,0,0
27281,18128,ant,9,1,,ant,0,0,0,0,0
27282,18128,leafhopper,10,3,,white,0,0,0,0,0
27283,18128,grasshopper,5,1,,,0,0,0,0,0
27284,18130,fly,5,1,,,0,0,0,0,0
27285,18130,leafhopper,8,1,,"plant hopper",0,0,0,0,0
27286,18133,leafhopper,9,1,,white,0,0,0,0,0
27287,18134,fly,6,2,,,0,0,0,0,0
27288,18134,beetle,3,1,,"metallic blue",0,0,0,0,0
27289,18134,ant,5,1,,,0,0,0,0,0
27290,18135,fly,4,1,,,0,0,0,0,0
27291,18135,fly,2,1,,,0,0,0,0,0
27292,18135,ant,5,1,,,0,0,0,0,0
27293,18136,ant,4,2,,,0,0,0,0,0
27294,18137,leafhopper,3,1,,"woolly nymph",0,0,0,0,0
27295,18139,spider,3,1,,,0,0,0,0,0
27296,18139,leafhopper,3,1,,"woolly nymph",0,0,0,0,0
27297,18139,ant,6,1,,,0,0,0,0,0
27298,18140,fly,2,1,,,0,0,0,0,0
27299,18140,fly,7,1,,"possibly a caterpillar attached to abdomen",0,0,0,0,0
27300,18140,leafhopper,7,1,,white-green,0,0,0,0,0
27301,18142,ant,6,1,,,0,0,0,0,0
27302,18142,unidentified,5,1,,"Cricket or leafhopper, green",0,0,0,0,0
27303,18143,leafhopper,4,1,,woolly,0,0,0,0,0
27304,18143,spider,3,1,,,0,0,0,0,0
27305,18143,leafhopper,5,1,,woolly,0,0,0,0,0
27306,18143,leafhopper,7,1,,white-green,0,0,0,0,0
27307,18144,ant,3,1,,,0,0,0,0,0
27308,18144,ant,7,1,,,0,0,0,0,0
27309,18145,leafhopper,3,1,,,0,0,0,0,0
27310,18145,beetle,2,1,,,0,0,0,0,0
27311,18146,truebugs,13,1,,"stink bug",0,0,0,0,0
27312,18147,other,6,1,,"Lacewing (Neuroptera) larva",0,0,0,0,0
27313,18148,fly,7,1,,,0,0,0,0,0
27314,18148,leafhopper,3,1,,woolly,0,0,0,0,0
27315,18148,beetle,2,1,,,0,0,0,0,0
27316,18149,spider,2,1,,,0,0,0,0,0
27317,18149,leafhopper,4,1,,"woolly nymph",0,0,0,0,0
27318,18149,spider,2,1,,,0,0,0,0,0
27319,18149,caterpillar,12,1,,,0,0,0,0,0
27320,18149,leafhopper,6,1,,,0,0,0,0,0
27321,18150,leafhopper,6,1,,,0,0,0,0,0
27322,18151,fly,3,1,,,0,0,0,0,0
27323,18152,truebugs,23,1,,,0,0,0,0,0
27324,18153,beetle,6,1,,click,0,0,0,0,0
27325,18153,caterpillar,25,1,,"fat and yellow, translucent with black head",0,0,0,0,0
27326,18154,leafhopper,6,1,,,0,0,0,0,0
27327,18154,beetle,5,1,,,0,0,0,0,0
27328,18155,beetle,11,1,,"Japanese beetle",0,0,0,0,0
27329,18156,leafhopper,7,4,,,0,0,0,0,0
27330,18156,daddylonglegs,6,1,,,0,0,0,0,0
27331,18156,ant,3,2,,,0,0,0,0,0
27332,18157,ant,6,2,,,0,0,0,0,0
27333,18157,grasshopper,5,1,,,0,0,0,0,0
27334,18158,leafhopper,6,5,,,0,0,0,0,0
27335,18158,grasshopper,8,1,,,0,0,0,0,0
27336,18158,leafhopper,4,10,,"woolly nymph",0,0,0,0,0
27337,18159,beetle,3,1,,,0,0,0,0,0
27338,18160,aphid,2,1,,,0,0,0,0,0
27339,18161,grasshopper,5,1,,,0,0,0,0,0
27340,18162,beetle,7,1,,,0,0,0,0,0
27341,18163,beetle,6,1,,,0,0,0,0,0
27342,18164,fly,4,1,,,0,0,0,0,0
27343,18164,leafhopper,4,1,,,0,0,0,0,0
27344,18164,spider,3,1,,,0,0,0,0,0
27345,18165,grasshopper,7,1,,,0,0,0,0,0
27346,18165,spider,2,1,,,0,0,0,0,0
27347,18166,aphid,3,2,,,0,0,0,0,0
27348,18166,ant,6,1,,,0,0,0,0,0
27349,18166,grasshopper,15,1,,,0,0,0,0,0
27350,18167,ant,4,1,,,0,0,0,0,0
27351,18167,fly,2,1,,,0,0,0,0,0
27352,18167,beetle,4,2,,,0,0,0,0,0
27353,18168,leafhopper,12,1,,,0,0,0,0,0
27354,18168,spider,3,1,,,0,0,0,0,0
27355,18169,spider,2,1,,,0,0,0,0,0
27356,18171,ant,6,1,,,0,0,0,0,0
27357,18171,ant,5,2,,,0,0,0,0,0
27358,18171,grasshopper,8,1,,,0,0,0,0,0
27359,18172,spider,6,1,,,0,0,0,0,0
27360,18172,spider,2,1,,,0,0,0,0,0
27361,18172,leafhopper,3,1,,"woolly nymph",0,0,0,0,0
27362,18172,leafhopper,3,1,,nymph,0,0,0,0,0
27363,18172,leafhopper,2,1,,,0,0,0,0,0
27364,18173,caterpillar,8,1,,,0,0,0,0,0
27365,18174,leafhopper,5,1,,,0,0,0,0,0
27366,18175,beetle,6,1,,,0,0,0,0,0
27367,18175,grasshopper,8,1,,,0,0,0,0,0
27368,18175,spider,5,1,,,0,0,0,0,0
27369,18176,caterpillar,10,1,,,0,0,0,0,0
27370,18176,fly,3,1,,,0,0,0,0,0
27371,18177,grasshopper,4,2,,,0,0,0,0,0
27372,18177,leafhopper,3,1,,,0,0,0,0,0
27373,18177,ant,4,1,,,0,0,0,0,0
27374,18179,spider,3,2,,,0,0,0,0,0
27375,18179,grasshopper,6,1,,,0,0,0,0,0
27376,18179,grasshopper,8,1,,,0,0,0,0,0
27377,18181,spider,2,1,,,0,0,0,0,0
27378,18181,spider,4,1,,,0,0,0,0,0
27379,18181,beetle,3,1,,,0,0,0,0,0
27380,18182,leafhopper,8,5,,,0,0,0,0,0
27381,18182,spider,5,1,,,0,0,0,0,0
27382,18183,leafhopper,6,1,,Nymph,0,0,0,0,0
27383,18183,leafhopper,8,1,,,0,0,0,0,0
27384,18184,spider,3,1,,,0,0,0,0,0
27385,18184,spider,4,1,,,0,0,0,0,0
27386,18184,leafhopper,3,1,,,0,0,0,0,0
27387,18185,leafhopper,4,1,,,0,0,0,0,0
27388,18185,spider,3,1,,,0,0,0,0,0
27389,18186,leafhopper,4,1,,,0,0,0,0,0
27390,18186,leafhopper,7,6,,,0,0,0,0,0
27391,18186,leafhopper,5,11,,Nymph,0,0,0,0,0
27392,18187,beetle,9,8,,Japanese,0,0,0,0,0
